f_findingid,s_studyid,s_ericid,reviewid,s_interventionid,s_intervention_name,s_productid,s_product_name,s_citation,s_publication,s_publication_date,s_posting_date,s_purpose_of_review,s_study_page_url,s_protocol,s_protocol_version,s_standards_version,s_study_design,s_study_rating,s_rating_reason,s_ineligibility_reason,s_class_type_general,s_class_type_inclusion,s_ell,s_frpl,s_international,s_swd,s_gender_female,s_gender_male,s_ethnicity_hispanic,s_ethnicity_not_hispanic,s_race_asian,s_race_black,s_race_native_american,s_race_other,s_race_pacific_islander,s_race_white,s_school_type_charter,s_school_type_parochial,s_school_type_private,s_school_type_public,s_urbanicity_rural,s_urbanicity_suburban,s_urbanicity_urban,s_program_type_curriculum,s_program_type_policy,s_program_type_practice,s_program_type_school_level,s_program_type_supplement,s_program_type_teacher_level,s_delivery_method_individual,s_delivery_method_school,s_delivery_method_small_group,s_delivery_method_whole_class,f_comparison,f_outcome_domain,f_outcome_measure,f_period,f_sample_description,f_is_subgroup,f_ss,f_t_ss,f_c_ss,f_cluster_ss,f_t_cluster_ss,f_c_cluster_ss,f_t_mean,f_c_mean,f_t_sd,f_c_sd,f_effect_size_study,f_effect_size_wwc,f_improvement_index,f_p_value_study,f_p_value_wwc,f_icc,f_is_stat_sig,f_finding_rating,f_essa_rating,s_multisite,f_l1_unit_of_analysis,qed,with_res,version_2_1_up,grade_band,grade_ece,grade_3_6,grade_k_3,grade_6_9,grade_9_12,topic,outcome_domain,alphabetics,literacy,math,other,science,interpersonal,intrapersonal,progress,comprehension,fluency,writing,outcome_var,category,broad,narrow,researcher,developer
3262,67265,EJ818718,53908,1093,The Head Start REDI Program,,,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.","Child Development, 79(6),1802Ã¢ÂÂ1817.",2008,,Quick Review,/Study/67265,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,,,,,54,46,17,83,,25,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,1,2.8599999,Social-emotional development,teacher observation of child adaptation (toca): parent,,Overall,False,356,178,178,88,44,44,2.71,2.8599999,.99000001,.97000003,-.13,-.20407102,-5,,,.2,True,,,,Student,0,0,0,PK & K,1,0,0,0,0,behavior,intrapersonal,0,0,0,0,0,0,1,0,0,0,0,teacher observation of child adaptation (toca),narrow,0,1,0,0
3264,67265,EJ818718,53908,1093,The Head Start REDI Program,,,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.","Child Development, 79(6),1802Ã¢ÂÂ1817.",2008,,Quick Review,/Study/67265,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,,,,,54,46,17,83,,25,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,1,4.9699998,Social-emotional development,engagement inventory-teacher,,Overall,False,356,178,178,88,44,44,5.0799999,4.9699998,.86000001,.89999998,.17,.16662364,7,,,.2,True,,,,Student,0,0,0,PK & K,1,0,0,0,0,behavior,intrapersonal,0,0,0,0,0,0,1,0,0,0,0,researcher,researcher,0,0,1,0
3254,67265,EJ818718,53908,1093,The Head Start REDI Program,,,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.","Child Development, 79(6),1802Ã¢ÂÂ1817.",2008,,Quick Review,/Study/67265,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,,,,,54,46,17,83,,25,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,1,2.29,Social-emotional development,challenging situations task-competent responses,,Overall,False,356,178,178,88,44,44,3.1600001,2.29,2.55,2.05,.34999999,.50139457,14,,,.2,True,,,,Student,0,0,0,PK & K,1,0,0,0,0,behavior,intrapersonal,0,0,0,0,0,0,1,0,0,0,0,challenging situations task,narrow,0,1,0,0
3246,67265,EJ818718,53908,1093,The Head Start REDI Program,,,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.","Child Development, 79(6),1802ÃÂ¢ÃÂÃÂ1817.",2008,,Quick Review,/Study/67265,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,,,,,54,46,17,83,,25,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,1,11.72,Language development,gramatical understanding subtest of the told,,Overall,False,356,178,178,88,44,44,11.95,11.72,4.6999998,4.9000001,-.07,-.063875027,-3,,,.2,True,,,,Student,0,0,0,PK & K,1,0,0,0,0,literacy,general literacy,0,1,0,0,0,0,0,0,0,0,0,test of language development (told),narrow,0,1,0,0
3263,67265,EJ818718,53908,1093,The Head Start REDI Program,,,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.","Child Development, 79(6),1802Ã¢ÂÂ1817.",2008,,Quick Review,/Study/67265,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,,,,,54,46,17,83,,25,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,1,.37,Social-emotional development,teacher observation of child adaptation (toca): observer,,Overall,False,356,178,178,88,44,44,.30000001,.37,.31,.34,-.19,-.28687412,-8,,,.2,True,,,,Student,0,0,0,PK & K,1,0,0,0,0,behavior,intrapersonal,0,0,0,0,0,0,1,0,0,0,0,teacher observation of child adaptation (toca),narrow,0,1,0,0
3256,67265,EJ818718,53908,1093,The Head Start REDI Program,,,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.","Child Development, 79(6),1802Ã¢ÂÂ1817.",2008,,Quick Review,/Study/67265,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,,,,,54,46,17,83,,25,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,1,3.98,Social-emotional development,social competence scale- teacher version,,Overall,False,356,178,178,88,44,44,4.1500001,3.98,.81999999,.88,.23999999,.26650074,9,,,.2,True,,,,Student,0,0,0,PK & K,1,0,0,0,0,behavior,intrapersonal,0,0,0,0,0,0,1,0,0,0,0,social competence scale,narrow,0,1,0,0
3259,67265,EJ818718,53908,1093,The Head Start REDI Program,,,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.","Child Development, 79(6),1802Ã¢ÂÂ1817.",2008,,Quick Review,/Study/67265,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,,,,,54,46,17,83,,25,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,1,2.21,Social-emotional development,social competence scale: observer,,Overall,False,356,178,178,88,44,44,2.3599999,2.21,.49000001,.52999997,.25999999,.39185566,10,,,.2,True,,,,Student,0,0,0,PK & K,1,0,0,0,0,behavior,intrapersonal,0,0,0,0,0,0,1,0,0,0,0,social competence scale,narrow,0,1,0,0
3266,67265,EJ818718,53908,1093,The Head Start REDI Program,,,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.","Child Development, 79(6),1802Ã¢ÂÂ1817.",2008,,Quick Review,/Study/67265,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,,,,,54,46,17,83,,25,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,1,.73000002,Social-emotional development,adhd rating scale: teacher,,Overall,False,356,178,178,88,44,44,.66000003,.73000002,.63,.66000003,-.14,-.14466372,-6,,,.2,True,,,,Student,0,0,0,PK & K,1,0,0,0,0,behavior,intrapersonal,0,0,0,0,0,0,1,0,0,0,0,adhd rating scale,narrow,0,1,0,0
3251,67265,EJ818718,53908,1093,The Head Start REDI Program,,,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.","Child Development, 79(6),1802Ã¢ÂÂ1817.",2008,,Quick Review,/Study/67265,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,,,,,54,46,17,83,,25,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,1,7.1199999,Social-emotional development,assessment of children's emotion skills,,Overall,False,356,178,178,88,44,44,7.4499998,7.1199999,2.3599999,2.28,.20999999,.18962699,8,,,.2,True,,,,Student,0,0,0,PK & K,1,0,0,0,0,behavior,intrapersonal,0,0,0,0,0,0,1,0,0,0,0,assessment of children's emotion skills,narrow,0,1,0,0
3248,67265,EJ818718,53908,1093,The Head Start REDI Program,,,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.","Child Development, 79(6),1802ÃÂ¢ÃÂÃÂ1817.",2008,,Quick Review,/Study/67265,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,,,,,54,46,17,83,,25,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,1,13.04,Language development,blending subtest of the topel,,Overall,False,356,178,178,88,44,44,14.71,13.04,4.3299999,4.3000002,.38999999,.51602626,15,,,.2,True,,,,Student,0,0,0,PK & K,1,0,0,0,0,literacy,general literacy,0,1,0,0,0,0,0,0,0,0,0,test of preschool early literacy (topel),narrow,0,1,0,0
3252,67265,EJ818718,53908,1093,The Head Start REDI Program,,,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.","Child Development, 79(6),1802Ã¢ÂÂ1817.",2008,,Quick Review,/Study/67265,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,,,,,54,46,17,83,,25,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,1,1.52,Social-emotional development,emotion recognition questionnaire,,Overall,False,356,178,178,88,44,44,1.61,1.52,.23999999,.25999999,.23,.47961646,9,,,.2,True,,,,Student,0,0,0,PK & K,1,0,0,0,0,behavior,intrapersonal,0,0,0,0,0,0,1,0,0,0,0,emotion recognition questionnaire,narrow,0,1,0,0
3249,67265,EJ818718,53908,1093,The Head Start REDI Program,,,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.","Child Development, 79(6),1802ÃÂ¢ÃÂÃÂ1817.",2008,,Quick Review,/Study/67265,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,,,,,54,46,17,83,,25,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,1,9.6099997,Language development,elison subtest of topel,,Overall,False,356,178,178,88,44,44,11.19,9.6099997,4.02,3.5799999,.34999999,.55345923,14,,,.2,True,,,,Student,0,0,0,PK & K,1,0,0,0,0,literacy,general literacy,0,1,0,0,0,0,0,0,0,0,0,test of preschool early literacy (topel),narrow,0,1,0,0
3265,67265,EJ818718,53908,1093,The Head Start REDI Program,,,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.","Child Development, 79(6),1802Ã¢ÂÂ1817.",2008,,Quick Review,/Study/67265,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,,,,,54,46,17,83,,25,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,1,3.3800001,Social-emotional development,adapted leiter-r assessor (task orientation observer),,Overall,False,356,178,178,88,44,44,3.49,3.3800001,.49000001,.49000001,.28999999,.29931971,11,,,.2,True,,,,Student,0,0,0,PK & K,1,0,0,0,0,behavior,intrapersonal,0,0,0,0,0,0,1,0,0,0,0,adapted leiter-r assessor report,narrow,0,1,0,0
3245,67265,EJ818718,53908,1093,The Head Start REDI Program,,,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.","Child Development, 79(6),1802ÃÂ¢ÃÂÃÂ1817.",2008,,Quick Review,/Study/67265,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,,,,,54,46,17,83,,25,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,1,41.029999,Language development,expressive one-word picture vocabulary test,,Overall,False,356,178,178,88,44,44,42.790001,41.029999,11.55,11.24,.15000001,.20591922,6,,,.2,True,,,,Student,0,0,0,PK & K,1,0,0,0,0,literacy,general literacy,0,1,0,0,0,0,0,0,0,0,0,expressive one word picture vocabulary test (eowpvt),narrow,0,1,0,0
3250,67265,EJ818718,53908,1093,The Head Start REDI Program,,,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.","Child Development, 79(6),1802ÃÂ¢ÃÂÃÂ1817.",2008,,Quick Review,/Study/67265,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,,,,,54,46,17,83,,25,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,1,16.49,Language development,print awareness subtest of topel,,Overall,False,356,178,178,88,44,44,18.84,16.49,12.84,12.59,.16,.2464162,6,,,.2,True,,,,Student,0,0,0,PK & K,1,0,0,0,0,literacy,general literacy,0,1,0,0,0,0,0,0,0,0,0,test of preschool early literacy (topel),narrow,0,1,0,0
3253,67265,EJ818718,53908,1093,The Head Start REDI Program,,,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.","Child Development, 79(6),1802Ã¢ÂÂ1817.",2008,,Quick Review,/Study/67265,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,,,,,54,46,17,83,,25,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,1,2.0599999,Social-emotional development,challenging situations task-aggressive responses,,Overall,False,356,178,178,88,44,44,1.53,2.0599999,2.21,2.55,-.20999999,-.29616421,-8,,,.2,True,,,,Student,0,0,0,PK & K,1,0,0,0,0,behavior,intrapersonal,0,0,0,0,0,0,1,0,0,0,0,challenging situations task,narrow,0,1,0,0
3269,67265,EJ818718,53908,1093,The Head Start REDI Program,,,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.","Child Development, 79(6),1802Ã¢ÂÂ1817.",2008,,Quick Review,/Study/67265,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,,,,,54,46,17,83,,25,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,1,-.050000001,Social-emotional development,reading engagement- parent,,Overall,False,356,178,178,88,44,44,.050000001,-.050000001,.50999999,.64999998,.17,.22822888,7,,,.2,True,,,,Student,0,0,0,PK & K,1,0,0,0,0,behavior,intrapersonal,0,0,0,0,0,0,1,0,0,0,0,researcher-frequency,researcher,0,0,1,0
3267,67265,EJ818718,53908,1093,The Head Start REDI Program,,,"Bierman, K. L., Domitrovich, C. E., Nix, R. L., Gest, S. D., Welsh, J. A., Greenberg, M. T., et al. (2008). Promoting academic and social-emotional school readiness: the Head Start REDI program. Child Development, 79(6),1802&ndash;1817.","Child Development, 79(6),1802Ã¢ÂÂ1817.",2008,,Quick Review,/Study/67265,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,,,,,54,46,17,83,,25,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,1,1.64,Social-emotional development,adhd rating scale: parent,,Overall,False,356,178,178,88,44,44,1.48,1.64,.81,.69999999,-.1,-.28181392,-4,,,.2,True,,,,Student,0,0,0,PK & K,1,0,0,0,0,behavior,intrapersonal,0,0,0,0,0,0,1,0,0,0,0,adhd rating scale,narrow,0,1,0,0
3333,67267,ED515235,53910,1106,Supplemental Literacy Classes,,,"Corrin, W., Somers, M.-A., Kemple, J., Nelson, E., & Sepanik, S. (2009). The Enhanced Reading Opportunities study: Findings from the second year of implementation (NCEE 2009-4036). Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.","Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.",2009,,Quick Review,/Study/67267,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,49,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,Comprehension,group reading assessment and diagnostic evaluation (grade): vocabulary subtest,,Grade 9,False,2171,1264,907,,,,,,,,0,0,0,,.99998999,,False,,,,Student,0,0,0,9-12,0,0,0,0,1,literacy,reading comprehension,0,0,0,0,0,0,0,0,1,0,0,group reading assessment and diagnostic evaluation (grade),narrow,0,1,0,0
3336,67267,ED515235,53910,1106,Supplemental Literacy Classes,,,"Corrin, W., Somers, M.-A., Kemple, J., Nelson, E., & Sepanik, S. (2009). The Enhanced Reading Opportunities study: Findings from the second year of implementation (NCEE 2009-4036). Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.","Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.",2009,,Quick Review,/Study/67267,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,49,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,Reading achievement,use of reflective reading strategies,,Grade 9,False,2161,1260,901,,,,,,,,.090000004,.090000004,4,,.039989483,,False,,,,Student,0,0,0,9-12,0,0,0,0,1,literacy,general literacy,0,1,0,0,0,0,0,0,0,0,0,researcher,researcher,0,0,1,0
3332,67267,ED515235,53910,1106,Supplemental Literacy Classes,,,"Corrin, W., Somers, M.-A., Kemple, J., Nelson, E., & Sepanik, S. (2009). The Enhanced Reading Opportunities study: Findings from the second year of implementation (NCEE 2009-4036). Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.","Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.",2009,,Quick Review,/Study/67267,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,49,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,Comprehension,group reading assessment and diagnostic examination (grade): reading comprehension subtest,,Grade 9,False,2171,1264,907,,,,,,,,.079999998,.079999998,3,,.066993669,,False,,,,Student,0,0,0,9-12,0,0,0,0,1,literacy,reading comprehension,0,0,0,0,0,0,0,0,1,0,0,group reading assessment and diagnostic evaluation (grade),narrow,0,1,0,0
3334,67267,ED515235,53910,1106,Supplemental Literacy Classes,,,"Corrin, W., Somers, M.-A., Kemple, J., Nelson, E., & Sepanik, S. (2009). The Enhanced Reading Opportunities study: Findings from the second year of implementation (NCEE 2009-4036). Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.","Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.",2009,,Quick Review,/Study/67267,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,49,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,Reading achievement,amount of school-related reading,,Grade 9,False,2161,1260,901,,,,,,,,.0099999998,.0099999998,0,,.81886733,,False,,,,Student,0,0,0,9-12,0,0,0,0,1,literacy,general literacy,0,1,0,0,0,0,0,0,0,0,0,researcher,researcher,0,0,1,0
3335,67267,ED515235,53910,1106,Supplemental Literacy Classes,,,"Corrin, W., Somers, M.-A., Kemple, J., Nelson, E., & Sepanik, S. (2009). The Enhanced Reading Opportunities study: Findings from the second year of implementation (NCEE 2009-4036). Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.","Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.",2009,,Quick Review,/Study/67267,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,49,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,Reading achievement,amount of non-school-related reading,,Grade 9,False,2161,1260,901,,,,,,,,.0099999998,.0099999998,0,,.81886733,,False,,,,Student,0,0,0,9-12,0,0,0,0,1,literacy,general literacy,0,1,0,0,0,0,0,0,0,0,0,researcher,researcher,0,0,1,0
3347,67271,ED504313,53914,1068,Alternate Route to Teacher Certification,,,"Constantine, J., Player, D., Silva, T., Hallgren, K., Grider, M., & Deke, J. (2009). An evaluation of teachers trained through different routes to certification: Final report (NCEE 2009-4043). Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.","Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.",2009,,Quick Review,/Study/67271,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,,,,,,,47,53,,35,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,42.77,General Mathematics Achievement,math,"2004-05, 2005-06",Overall,False,2611,1392,1219,90,45,45,41.75,42.77,21.059999,21.059999,-.050000001,-.048419125,-2,,.20342255,,False,,,,Student,0,0,0,K-3,0,0,1,0,0,math,general math,0,0,1,0,0,0,0,0,0,0,0,california achievement test (cat),broad,1,0,0,0
3346,67271,ED504313,53914,1068,Alternate Route to Teacher Certification,,,"Constantine, J., Player, D., Silva, T., Hallgren, K., Grider, M., & Deke, J. (2009). An evaluation of teachers trained through different routes to certification: Final report (NCEE 2009-4043). Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.","Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.",2009,,Quick Review,/Study/67271,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,,,,,,,47,53,,35,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,38.619999,Reading achievement,reading,"2004-05, 2005-06",Overall,False,2611,1392,1219,90,45,45,38.509998,38.619999,21.059999,21.059999,-.0099999998,-.00522167,0,,.79895318,,False,,,,Student,0,0,0,K-3,0,0,1,0,0,literacy,general literacy,0,1,0,0,0,0,0,0,0,0,0,california achievement test (cat),broad,1,0,0,0
3407,67279,ED504783,53923,1044,DC Opportunity Scholarship Program,,,"Wolf, P., Gutmann, B., Puma, M., Kisida, B., Rizzo, L., & Eissa, N. (2009). Evaluation of the DC Opportunity Scholarship Program: Impacts after three years (NCEE 2009-4050). Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.","Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.",2009,,Quick Review,/Study/67279,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,,,,,,,,,,,,,,,,,,1,,,1,0,0,0,0,0,0,1,0,0,0,629.34003,General Mathematics Achievement,sat-9: math,,Overall,False,1460,730,730,,,,629.5,629.34003,29.82,31.700001,.029999999,.006932178,1,,,,True,,,,Student,0,0,0,3-6,0,1,0,0,0,math,general math,0,0,1,0,0,0,0,0,0,0,0,stanford achievement test (sat),broad,1,0,0,0
3406,67279,ED504783,53923,1044,DC Opportunity Scholarship Program,,,"Wolf, P., Gutmann, B., Puma, M., Kisida, B., Rizzo, L., & Eissa, N. (2009). Evaluation of the DC Opportunity Scholarship Program: Impacts after three years (NCEE 2009-4050). Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.","Washington, DC: National Center for Education Evaluation and Regional Assistance, Institute of Education Sciences, U.S. Department of Education.",2009,,Quick Review,/Study/67279,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,,,,,,,,,,,,,,,,,,1,,,1,0,0,0,0,0,0,1,0,0,0,630.97998,Reading achievement,sat-9: reading,,Overall,False,1460,909,551,,,,635.98999,630.97998,35.060001,34.52,.13,.143655,5,,.01665131,,True,,,,Student,0,0,0,3-6,0,1,0,0,0,literacy,general literacy,0,1,0,0,0,0,0,0,0,0,0,stanford achievement test (sat),broad,1,0,0,0
2582,67280,,53924,1038,Experience Corps Program,,,"Morrow-Howell, N., Jonson-Reid, M., McCrary, S., Lee, Y., & Spitznagel, E. (2009). Evaluation of Experience Corps: Student reading outcomes. St. Louis: Washington University, George Warren Brown School of Social Work, Center for Social Development.","St. Louis: Washington University, George Warren Brown School of Social Work, Center for Social Development.",2009,,Quick Review,/Study/67280,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,24,94,,,49,51,36,64,,58,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,2.6600001,Reading achievement,grade specific reading,,Full sample,False,881,430,451,,,,2.76,2.6600001,,,.16,.16,6,.0040000002,.018232802,,True,,,,Student,0,0,0,K-3,0,0,1,0,0,literacy,general literacy,0,1,0,0,0,0,0,0,0,0,0,researcher,researcher,0,0,1,0
2579,67280,,53924,1038,Experience Corps Program,,,"Morrow-Howell, N., Jonson-Reid, M., McCrary, S., Lee, Y., & Spitznagel, E. (2009). Evaluation of Experience Corps: Student reading outcomes. St. Louis: Washington University, George Warren Brown School of Social Work, Center for Social Development.","St. Louis: Washington University, George Warren Brown School of Social Work, Center for Social Development.",2009,,Quick Review,/Study/67280,Quick Review Protocol,1,1,RCT,Meets WWC standards without reservations,,,,,24,94,,,49,51,36,64,,58,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,94.199997,Reading achievement,woodcock johnson (wj): word attack subtest,,Full sample,False,881,430,451,,,,95.790001,94.199997,,,.1,.1,4,.07,.13894883,,False,,,,Student,0,0,0,K-3,0,0,1,0,0,literacy,general literacy,0,1,0,0,0,0,0,0,0,0,0,woodcock johnson,narrow,0,1,0,0
