f_findingid,s_studyid,s_interventionid,s_intervention_name,s_citation,s_purpose_of_review,s_protocol,s_protocol_version,s_standards_version,s_study_design,s_study_rating,s_program_type_curriculum,s_program_type_policy,s_program_type_practice,s_program_type_school_level,s_program_type_supplement,s_program_type_teacher_level,s_delivery_method_individual,s_delivery_method_school,s_delivery_method_small_group,s_delivery_method_whole_class,f_outcome_domain,f_outcome_measure,f_is_subgroup,f_ss,f_t_ss,f_c_ss,f_t_cluster_ss,f_c_cluster_ss,f_cluster_ss,f_t_mean,f_c_mean,f_t_sd,f_c_sd,f_effect_size_study,f_effect_size_wwc,f_p_value_study,f_p_value_wwc,f_icc,s_multisite,revised_outcome_measure,topic_area,outcome_type,qed,with_res,grade_ece,grade_3_6,grade_k_3,grade_6_9,grade_9_12,standards_21_plus,alphabetics,literacy,math,other,science,interpersonal,intrapersonal,progress,comprehension,fluency,writing,broad,narrow,researcher,developer
4534,79241,1035,Fitness Improves Thinking in Kids (FITKids),"Hillman, C. H., Pontifex, M. B., Castelli, D. M., Khan, N. A., Raine, L. B., Scudder, M. R., Drollette, E. S., Moore, R. D., Wu, C-T, & Kamijo, K. (2014). Effects of the FITKids randomized controlled trial on executive control and brain function. Pediatrics, 134(4), 1062&ndash;1071.",Single Study Review,Single Study Review,2,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,Emotional/internal behavior,"switch task, response accuracy for homogeneous trials",False,221,109,112,,,,,,6,5.5999999,-.039999999,-.039999999,,.76652259,,,researcher,behavior,researcher,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4532,79241,1035,Fitness Improves Thinking in Kids (FITKids),"Hillman, C. H., Pontifex, M. B., Castelli, D. M., Khan, N. A., Raine, L. B., Scudder, M. R., Drollette, E. S., Moore, R. D., Wu, C-T, & Kamijo, K. (2014). Effects of the FITKids randomized controlled trial on executive control and brain function. Pediatrics, 134(4), 1062&ndash;1071.",Single Study Review,Single Study Review,2,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,Emotional/internal behavior,flanker task: response accuracy,False,221,109,112,,,,,,4.6999998,10.8,.41,.41,.050000001,.0025918228,,,researcher,behavior,researcher,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4533,79241,1035,Fitness Improves Thinking in Kids (FITKids),"Hillman, C. H., Pontifex, M. B., Castelli, D. M., Khan, N. A., Raine, L. B., Scudder, M. R., Drollette, E. S., Moore, R. D., Wu, C-T, & Kamijo, K. (2014). Effects of the FITKids randomized controlled trial on executive control and brain function. Pediatrics, 134(4), 1062&ndash;1071.",Single Study Review,Single Study Review,2,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,Emotional/internal behavior,flanker task: response time (ms),False,221,109,112,,,,503.29999,492.5,86.800003,96.099998,-.12,.11745899,,.37343064,,,researcher,behavior,researcher,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4536,79241,1035,Fitness Improves Thinking in Kids (FITKids),"Hillman, C. H., Pontifex, M. B., Castelli, D. M., Khan, N. A., Raine, L. B., Scudder, M. R., Drollette, E. S., Moore, R. D., Wu, C-T, & Kamijo, K. (2014). Effects of the FITKids randomized controlled trial on executive control and brain function. Pediatrics, 134(4), 1062&ndash;1071.",Single Study Review,Single Study Review,2,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,Emotional/internal behavior,"switch task, response time for homogeneous trials (ms)",False,221,109,112,,,,779.40002,759.5,176.39999,148.39999,-.13,.12180844,,.3350023,,,researcher,behavior,researcher,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4538,79241,1035,Fitness Improves Thinking in Kids (FITKids),"Hillman, C. H., Pontifex, M. B., Castelli, D. M., Khan, N. A., Raine, L. B., Scudder, M. R., Drollette, E. S., Moore, R. D., Wu, C-T, & Kamijo, K. (2014). Effects of the FITKids randomized controlled trial on executive control and brain function. Pediatrics, 134(4), 1062&ndash;1071.",Single Study Review,Single Study Review,2,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,Emotional/internal behavior,"switch task, response time for heterogeneous trials (ms)",False,221,109,112,,,,1497.1,1435.1,234,237.39999,-.27000001,.26211166,,.046001889,,,researcher,behavior,researcher,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3200,79431,1209,Fraction Face-Off!,"Fuchs, L., Schumacher, R., Sterba, S., Long, J., Namkung, J., Malone, A., Hamlett, C., Jordan,  N., Gertsen, R., Siegler, R., & Changas, P. (2013). Does working memory moderate the effects of fraction intervention? An aptitude-treatment interaction. Journal of Educational Psychology, 106(2), 1&ndash;14.",Single Study Review,Primary Mathematics,3,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,General Mathematics Achievement,fraction battery-revised,False,159,79,80,,,,17.360001,8.1599998,7.9000001,4.71,1.41,1.4099656,,1.3322676e-15,,True,researcher,math,researcher,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3199,79431,1209,Fraction Face-Off!,"Fuchs, L., Schumacher, R., Sterba, S., Long, J., Namkung, J., Malone, A., Hamlett, C., Jordan,  N., Gertsen, R., Siegler, R., & Changas, P. (2013). Does working memory moderate the effects of fraction intervention? An aptitude-treatment interaction. Journal of Educational Psychology, 106(2), 1&ndash;14.",Single Study Review,Primary Mathematics,3,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,General Mathematics Achievement,national assessment of educational progress (naep) selected items,False,159,79,80,,,,14.4,12.07,3.6400001,3.5599999,.63999999,.6441313,,.000084847976,,True,national assessment of educational progress (naep),math,broad,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3203,79431,1209,Fraction Face-Off!,"Fuchs, L., Schumacher, R., Sterba, S., Long, J., Namkung, J., Malone, A., Hamlett, C., Jordan,  N., Gertsen, R., Siegler, R., & Changas, P. (2013). Does working memory moderate the effects of fraction intervention? An aptitude-treatment interaction. Journal of Educational Psychology, 106(2), 1&ndash;14.",Single Study Review,Primary Mathematics,3,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,General Mathematics Achievement,national assessment of educational progress (naep) selected items,False,163,84,79,,,,14.69,14.64,3.9100001,3.6400001,.0099999998,.013160226,,.94920361,,True,national assessment of educational progress (naep),math,broad,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3194,79431,1209,Fraction Face-Off!,"Fuchs, L., Schumacher, R., Sterba, S., Long, J., Namkung, J., Malone, A., Hamlett, C., Jordan,  N., Gertsen, R., Siegler, R., & Changas, P. (2013). Does working memory moderate the effects of fraction intervention? An aptitude-treatment interaction. Journal of Educational Psychology, 106(2), 1&ndash;14.",Single Study Review,Primary Mathematics,3,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,General Mathematics Achievement,fraction number line,False,164,84,80,,,,-.2,-.27000001,.079999998,.059999999,.98000002,.98197067,,3.0605991e-09,,True,researcher,math,researcher,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3196,79431,1209,Fraction Face-Off!,"Fuchs, L., Schumacher, R., Sterba, S., Long, J., Namkung, J., Malone, A., Hamlett, C., Jordan,  N., Gertsen, R., Siegler, R., & Changas, P. (2013). Does working memory moderate the effects of fraction intervention? An aptitude-treatment interaction. Journal of Educational Psychology, 106(2), 1&ndash;14.",Single Study Review,Primary Mathematics,3,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,General Mathematics Achievement,fraction battery-revised,False,164,84,80,,,,17.530001,8.1599998,7.8299999,4.71,1.4400001,1.4352022,,1.1102230e-16,,True,researcher,math,researcher,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3204,79431,1209,Fraction Face-Off!,"Fuchs, L., Schumacher, R., Sterba, S., Long, J., Namkung, J., Malone, A., Hamlett, C., Jordan,  N., Gertsen, R., Siegler, R., & Changas, P. (2013). Does working memory moderate the effects of fraction intervention? An aptitude-treatment interaction. Journal of Educational Psychology, 106(2), 1&ndash;14.",Single Study Review,Primary Mathematics,3,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,General Mathematics Achievement,fraction battery-revised,False,163,84,79,,,,18.01,17.84,7.8299999,7.9000001,.02,.021516664,,.89861482,,True,researcher,math,researcher,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3198,79431,1209,Fraction Face-Off!,"Fuchs, L., Schumacher, R., Sterba, S., Long, J., Namkung, J., Malone, A., Hamlett, C., Jordan,  N., Gertsen, R., Siegler, R., & Changas, P. (2013). Does working memory moderate the effects of fraction intervention? An aptitude-treatment interaction. Journal of Educational Psychology, 106(2), 1&ndash;14.",Single Study Review,Primary Mathematics,3,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,General Mathematics Achievement,fraction number line,False,159,79,80,,,,-.19,-.27000001,.07,.059999999,1.22,1.2218678,,1.4634960e-12,,True,researcher,math,researcher,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3195,79431,1209,Fraction Face-Off!,"Fuchs, L., Schumacher, R., Sterba, S., Long, J., Namkung, J., Malone, A., Hamlett, C., Jordan,  N., Gertsen, R., Siegler, R., & Changas, P. (2013). Does working memory moderate the effects of fraction intervention? An aptitude-treatment interaction. Journal of Educational Psychology, 106(2), 1&ndash;14.",Single Study Review,Primary Mathematics,3,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,General Mathematics Achievement,national assessment of educational progress (naep) selected items,False,164,84,80,,,,14.45,12.07,3.9100001,3.5599999,.63,.63283575,,.000084492378,,True,national assessment of educational progress (naep),math,broad,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3202,79431,1209,Fraction Face-Off!,"Fuchs, L., Schumacher, R., Sterba, S., Long, J., Namkung, J., Malone, A., Hamlett, C., Jordan,  N., Gertsen, R., Siegler, R., & Changas, P. (2013). Does working memory moderate the effects of fraction intervention? An aptitude-treatment interaction. Journal of Educational Psychology, 106(2), 1&ndash;14.",Single Study Review,Primary Mathematics,3,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,General Mathematics Achievement,fraction number line,False,163,84,79,,,,-.20999999,-.20999999,.079999998,.079999998,-.13,0,,.40805686,,True,researcher,math,researcher,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2249,79576,1210,Diagnostic Assessment Tools (DAT),"Konstantopoulos, S., Miller, S. R., & van der Ploeg, A. (2013). The impact of Indianas system of interim assessments on mathematics and reading achievement. Educational Evaluation and Policy Analysis, 35(4), 481&ndash;499.",Single Study Review,Single Study Review,2,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,General Mathematics Achievement,terranova mathematics achievement (grades kÃ¢ÂÂ2) and indiana statewide testing for educational progres,False,19167,10708,8459,35,22,57,,,,,.13,.13,.067000002,0,,,terranova,math,broad,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2251,79576,1210,Diagnostic Assessment Tools (DAT),"Konstantopoulos, S., Miller, S. R., & van der Ploeg, A. (2013). The impact of Indianas system of interim assessments on mathematics and reading achievement. Educational Evaluation and Policy Analysis, 35(4), 481&ndash;499.",Single Study Review,Single Study Review,2,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,1,Reading achievement,terranova reading achievement (grades kÃÂ¢ÃÂÃÂ2) and istep+ english/language arts (grades 3ÃÂ¢ÃÂÃÂ8),False,19173,10708,8465,35,22,57,,,,,.079999998,.079999998,.139,8.1128540e-08,,,terranova,literacy,broad,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
10270,79838,1298,Teaching Strategies for Improving Algebra Knowledge in Middle and High School Students,"Star, J. R., & Seifert, C. (2006). The development of flexibility in equation solving. Contemporary Educational Psychology, 31(3), 280Ã¢ÂÂ300.",Practice Guide,Teaching Algebra Practice Guide Protocol,3,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,0,Procedural flexibility,number of problems with unique strategies,False,32,17,15,17,15,32,3.2,2.4000001,,,,.58090073,.050000001,.11148769,.2,,researcher,math,researcher,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10269,79838,1298,Teaching Strategies for Improving Algebra Knowledge in Middle and High School Students,"Star, J. R., & Seifert, C. (2006). The development of flexibility in equation solving. Contemporary Educational Psychology, 31(3), 280Ã¢ÂÂ300.",Practice Guide,Teaching Algebra Practice Guide Protocol,3,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,0,Procedural knowledge,knowledge of standard solutions,False,32,17,15,3,3,6,2,2.2,,,-.34,-.11921416,,.50133538,.2,,researcher,math,researcher,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8644,79838,1298,Teaching Strategies for Improving Algebra Knowledge in Middle and High School Students,"Star, J. R., & Seifert, C. (2006). The development of flexibility in equation solving. Contemporary Educational Psychology, 31(3), 280Ã¢ÂÂ300.",Practice Guide,Teaching Algebra Practice Guide Protocol,3,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,0,Procedural knowledge,procedural knowledge (% correct),False,32,17,15,17,15,32,71.612724,79,,,-.34999999,-.37401676,.47999999,.33104795,.2,,researcher,math,researcher,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10271,79838,1298,Teaching Strategies for Improving Algebra Knowledge in Middle and High School Students,"Star, J. R., & Seifert, C. (2006). The development of flexibility in equation solving. Contemporary Educational Psychology, 31(3), 280Ã¢ÂÂ300.",Practice Guide,Teaching Algebra Practice Guide Protocol,3,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,0,Procedural flexibility,number of inventions,False,32,17,15,17,15,32,2.5,.69999999,,,,.69570029,.050000001,.058868371,.2,,researcher,math,researcher,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8539,79845,1298,Teaching Strategies for Improving Algebra Knowledge in Middle and High School Students,"Xin, Y. P., Jitendra, A. K., & Deatline-Buchman, A. (2005). Effects of mathematical word problem-solving instruction on middle school students with learning problems. The Journal of Special Education, 39(3), 181Ã¢ÂÂ192. http://files.eric.ed.gov/fulltext/EJ722297.pdf",Practice Guide,Teaching Algebra Practice Guide Protocol,3,3,RCT,Meets WWC standards without reservations,0,0,1,0,1,0,0,0,0,0,Procedural knowledge,word problems (author-created),False,22,11,11,11,11,22,83.407814,47.549999,,,1.87,1.8320823,.0099999998,.00025844743,,False,researcher,math,researcher,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8511,79861,1298,Teaching Strategies for Improving Algebra Knowledge in Middle and High School Students,"Rittle-Johnson, B., & Star, J. R. (2007). Does comparing solution methods facilitate conceptual and procedural knowledge? An experimental study on learning to solve equations. Journal of Educational Psychology, 99(3), 561Ã¢ÂÂ574.",Practice Guide,Teaching Algebra Practice Guide Protocol,3,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,Procedural knowledge,procedural knowledge subtest of study generated test,False,69,36,33,18,17,35,46.48,46.400002,,,.52999997,.33376002,.039999999,.1706105,,False,researcher,math,researcher,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8514,79861,1298,Teaching Strategies for Improving Algebra Knowledge in Middle and High School Students,"Rittle-Johnson, B., & Star, J. R. (2007). Does comparing solution methods facilitate conceptual and procedural knowledge? An experimental study on learning to solve equations. Journal of Educational Psychology, 99(3), 561Ã¢ÂÂ574.",Practice Guide,Teaching Algebra Practice Guide Protocol,3,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,Procedural flexibility,procedural flexibility subtest (shortcut solution methods) of study generated test,False,69,36,33,18,17,35,.17,.1,,,,.32672551,.050000001,.22062801,.2,False,researcher,math,researcher,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8512,79861,1298,Teaching Strategies for Improving Algebra Knowledge in Middle and High School Students,"Rittle-Johnson, B., & Star, J. R. (2007). Does comparing solution methods facilitate conceptual and procedural knowledge? An experimental study on learning to solve equations. Journal of Educational Psychology, 99(3), 561Ã¢ÂÂ574.",Practice Guide,Teaching Algebra Practice Guide Protocol,3,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,Procedural flexibility,procedural flexibility subtest of study generated test,False,69,36,33,36,33,69,56,55.900002,,,.38,.46753761,.0099999998,.05652906,,False,researcher,math,researcher,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8513,79861,1298,Teaching Strategies for Improving Algebra Knowledge in Middle and High School Students,"Rittle-Johnson, B., & Star, J. R. (2007). Does comparing solution methods facilitate conceptual and procedural knowledge? An experimental study on learning to solve equations. Journal of Educational Psychology, 99(3), 561Ã¢ÂÂ574.",Practice Guide,Teaching Algebra Practice Guide Protocol,3,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,1,0,Conceptual knowledge,conceptual knowledge subtest of study generated test,False,69,36,33,18,17,35,67.059998,67.099998,,,-.14,-.19101496,.37,.43077073,,False,researcher,math,researcher,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8487,79862,1298,Teaching Strategies for Improving Algebra Knowledge in Middle and High School Students,"Rittle-Johnson, B., & Star, J. R. (2009). Compared to what? The effects of different comparisons on conceptual knowledge and procedural flexibility for equation solving. Journal of Educational Psychology, 101(3), 529Ã¢ÂÂ544.",Practice Guide,Teaching Algebra Practice Guide Protocol,3,3,RCT,Meets WWC standards without reservations,1,0,0,0,0,0,0,0,1,0,Procedural knowledge,procedural knowledge (% correct),False,101,54,47,54,47,101,52.850937,55.849998,,,-.17,-.10547464,.41,.39614758,,,researcher,math,researcher,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8480,79862,1298,Teaching Strategies for Improving Algebra Knowledge in Middle and High School Students,"Rittle-Johnson, B., & Star, J. R. (2009). Compared to what? The effects of different comparisons on conceptual knowledge and procedural flexibility for equation solving. Journal of Educational Psychology, 101(3), 529Ã¢ÂÂ544.",Practice Guide,Teaching Algebra Practice Guide Protocol,3,3,RCT,Meets WWC standards without reservations,1,0,0,0,0,0,0,0,1,0,Procedural flexibility,procedural flexibility use (% use of methods),False,105,54,51,54,51,105,48.362457,33.330002,,,.27000001,.45967963,.18000001,.16969618,,,researcher,math,researcher,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8485,79862,1298,Teaching Strategies for Improving Algebra Knowledge in Middle and High School Students,"Rittle-Johnson, B., & Star, J. R. (2009). Compared to what? The effects of different comparisons on conceptual knowledge and procedural flexibility for equation solving. Journal of Educational Psychology, 101(3), 529Ã¢ÂÂ544.",Practice Guide,Teaching Algebra Practice Guide Protocol,3,3,RCT,Meets WWC standards without reservations,1,0,0,0,0,0,0,0,1,0,Procedural flexibility,procedural flexibility (% correct),False,106,55,51,55,51,106,59.404881,53.369999,,,.30000001,.36215869,.14,.12578003,,,researcher,math,researcher,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8486,79862,1298,Teaching Strategies for Improving Algebra Knowledge in Middle and High School Students,"Rittle-Johnson, B., & Star, J. R. (2009). Compared to what? The effects of different comparisons on conceptual knowledge and procedural flexibility for equation solving. Journal of Educational Psychology, 101(3), 529Ã¢ÂÂ544.",Practice Guide,Teaching Algebra Practice Guide Protocol,3,3,RCT,Meets WWC standards without reservations,1,0,0,0,0,0,0,0,1,0,Conceptual knowledge,conceptual knowledge (% correct),False,106,55,51,55,51,106,52.408501,47.93,,,.14,.16745561,.49000001,.47301385,,,researcher,math,researcher,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8483,79862,1298,Teaching Strategies for Improving Algebra Knowledge in Middle and High School Students,"Rittle-Johnson, B., & Star, J. R. (2009). Compared to what? The effects of different comparisons on conceptual knowledge and procedural flexibility for equation solving. Journal of Educational Psychology, 101(3), 529Ã¢ÂÂ544.",Practice Guide,Teaching Algebra Practice Guide Protocol,3,3,RCT,Meets WWC standards without reservations,1,0,0,0,0,0,0,0,1,0,Procedural knowledge,procedural knowledge (% correct),False,98,51,47,51,47,98,53.784523,55.849998,,,-.14,-.067769803,.5,.49034846,,,researcher,math,researcher,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8482,79862,1298,Teaching Strategies for Improving Algebra Knowledge in Middle and High School Students,"Rittle-Johnson, B., & Star, J. R. (2009). Compared to what? The effects of different comparisons on conceptual knowledge and procedural flexibility for equation solving. Journal of Educational Psychology, 101(3), 529Ã¢ÂÂ544.",Practice Guide,Teaching Algebra Practice Guide Protocol,3,3,RCT,Meets WWC standards without reservations,1,0,0,0,0,0,0,0,1,0,Conceptual knowledge,conceptual knowledge (% correct),False,105,54,51,54,51,105,58.27282,47.93,,,.36000001,.386392,.07,.068074293,,,researcher,math,researcher,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8481,79862,1298,Teaching Strategies for Improving Algebra Knowledge in Middle and High School Students,"Rittle-Johnson, B., & Star, J. R. (2009). Compared to what? The effects of different comparisons on conceptual knowledge and procedural flexibility for equation solving. Journal of Educational Psychology, 101(3), 529Ã¢ÂÂ544.",Practice Guide,Teaching Algebra Practice Guide Protocol,3,3,RCT,Meets WWC standards without reservations,1,0,0,0,0,0,0,0,1,0,Procedural flexibility,procedural flexibility (% correct),False,105,54,51,54,51,105,63.063396,53.369999,,,.44999999,.52748054,.02,.023174616,,,researcher,math,researcher,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8484,79862,1298,Teaching Strategies for Improving Algebra Knowledge in Middle and High School Students,"Rittle-Johnson, B., & Star, J. R. (2009). Compared to what? The effects of different comparisons on conceptual knowledge and procedural flexibility for equation solving. Journal of Educational Psychology, 101(3), 529Ã¢ÂÂ544.",Practice Guide,Teaching Algebra Practice Guide Protocol,3,3,RCT,Meets WWC standards without reservations,1,0,0,0,0,0,0,0,1,0,Procedural flexibility,procedural flexibility use (% use of methods),False,106,55,51,55,51,106,55.742245,33.330002,,,.41,.69211769,.039999999,.037313711,,,researcher,math,researcher,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8577,79864,1298,Teaching Strategies for Improving Algebra Knowledge in Middle and High School Students,"Rittle-Johnson, B., Star, J. R., & Durkin, K. (2012). Developing procedural flexibility: Are novices prepared to learn from comparing procedures? British Journal of Educational Psychology, 82(3), 436Ã¢ÂÂ455.",Practice Guide,Teaching Algebra Practice Guide Protocol,3,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,0,Conceptual knowledge,conceptual knowledge subtest of study generated test,False,124,64,60,64,60,124,26.794445,29.1,,,-.12,-.14978792,.51999998,.50552255,,True,researcher,math,researcher,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10312,79864,1298,Teaching Strategies for Improving Algebra Knowledge in Middle and High School Students,"Rittle-Johnson, B., Star, J. R., & Durkin, K. (2012). Developing procedural flexibility: Are novices prepared to learn from comparing procedures? British Journal of Educational Psychology, 82(3), 436Ã¢ÂÂ455.",Practice Guide,Teaching Algebra Practice Guide Protocol,3,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,0,Procedural flexibility,flexible use of procedures,False,124,64,60,64,60,124,27.167303,15,,,.44,.44013369,.02,.015722662,,True,researcher,math,researcher,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8667,79864,1298,Teaching Strategies for Improving Algebra Knowledge in Middle and High School Students,"Rittle-Johnson, B., Star, J. R., & Durkin, K. (2012). Developing procedural flexibility: Are novices prepared to learn from comparing procedures? British Journal of Educational Psychology, 82(3), 436Ã¢ÂÂ455.",Practice Guide,Teaching Algebra Practice Guide Protocol,3,3,RCT,Meets WWC standards with reservations,0,0,0,0,0,0,0,0,0,0,Procedural flexibility,flexible use of procedures,False,115,55,60,55,60,115,9.9067421,15,,,-.23999999,-.24260321,.2,.20117427,,True,researcher,math,researcher,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8666,79864,1298,Teaching Strategies for Improving Algebra Knowledge in Middle and High School Students,"Rittle-Johnson, B., Star, J. R., & Durkin, K. (2012). Developing procedural flexibility: Are novices prepared to learn from comparing procedures? British Journal of Educational Psychology, 82(3), 436Ã¢ÂÂ455.",Practice Guide,Teaching Algebra Practice Guide Protocol,3,3,RCT,Meets WWC standards with reservations,0,0,0,0,0,0,0,0,0,0,Procedural flexibility,flexibility knowledge,False,115,55,60,55,60,115,41.094151,42.630001,,,-.059999999,-.059945188,.75999999,.74848831,,True,researcher,math,researcher,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8614,79864,1298,Teaching Strategies for Improving Algebra Knowledge in Middle and High School Students,"Rittle-Johnson, B., Star, J. R., & Durkin, K. (2012). Developing procedural flexibility: Are novices prepared to learn from comparing procedures? British Journal of Educational Psychology, 82(3), 436Ã¢ÂÂ455.",Practice Guide,Teaching Algebra Practice Guide Protocol,3,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,0,Procedural flexibility,flexibility knowledge,False,124,64,60,64,60,124,50.865528,42.630001,,,.30000001,.31238347,.1,.097569466,,True,researcher,math,researcher,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8613,79864,1298,Teaching Strategies for Improving Algebra Knowledge in Middle and High School Students,"Rittle-Johnson, B., Star, J. R., & Durkin, K. (2012). Developing procedural flexibility: Are novices prepared to learn from comparing procedures? British Journal of Educational Psychology, 82(3), 436Ã¢ÂÂ455.",Practice Guide,Teaching Algebra Practice Guide Protocol,3,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,0,Procedural knowledge,procedural knowledge subtest of study generated test,False,124,64,60,64,60,124,38.089638,34.200001,,,.13,.12999223,.47999999,.47078764,,True,researcher,math,researcher,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8631,79868,1298,Teaching Strategies for Improving Algebra Knowledge in Middle and High School Students,"Star, J. R., & Rittle-Johnson, B. (2008). Flexibility in problem solving: The case of equation solving. Learning and Instruction, 18(6), 565Ã¢ÂÂ579.",Practice Guide,Teaching Algebra Practice Guide Protocol,3,3,RCT,Meets WWC standards without reservations,0,0,0,0,0,0,0,0,0,0,Procedural knowledge,all equations,False,63,31,32,31,32,63,.67673934,.72000003,,,-.16,-.14242195,.51999998,.52782959,,True,researcher,math,researcher,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
